claims,claims_labels,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
"so we have established the issue is farming. the good news is that research shows that while climate change will **reduce the growth in yields compared to no climate change**, we can still expect abundant food by the end of the century, significantly more than now.",SUPPORTS,,,,,,,,,,,,,
"everyone seems to think we can just ""move north"". that requires infrastructure and will only ever be temporary as the feedback loop gains momentum.",SUPPORTS,,,,,,,,,,,,,
"we can be fairly confident that things are going to get worse, since not enough is being done to slow down the rate of increase of co2.",SUPPORTS,,,,,,,,,,,,,
the science is crystal clear - humans are warming the planet 🌡️,SUPPORTS,,,,,,,,,,,,,
"97% of scientists agree on climate change. that's not opinion, that's fact",SUPPORTS,,,,,,,,,,,,,
ice cores don't lie - co2 levels are way higher than they've been in 800k years,SUPPORTS,,,,,,,,,,,,,
antarctic ice sheet is melting faster than ever recorded. this is real.,SUPPORTS,,,,,,,,,,,,,
ocean ph has dropped 0.1 units since 1750. chemistry doesn't have political opinions,SUPPORTS,,,,,,,,,,,,,
global temps have risen 1.1°c since 1880. the data speaks for itself,SUPPORTS,,,,,,,,,,,,,
greenland lost 280 billion tons of ice last year alone. let that sink in,SUPPORTS,,,,,,,,,,,,,
sea levels rising 3.3mm per year. my coastal town sees it every storm,SUPPORTS,,,,,,,,,,,,,
atmospheric co2 hit 421ppm in 2023. highest in human history,SUPPORTS,,,,,,,,,,,,,
climate models from the 70s predicted exactly what we're seeing today,SUPPORTS,,,,,,,,,,,,,
coral reefs are bleaching worldwide. ocean warming is undeniable,SUPPORTS,,,,,,,,,,,,,
arctic warming twice as fast as global average. polar amplification is real,SUPPORTS,,,,,,,,,,,,,
permafrost thawing releases methane. feedback loops are terrifying,SUPPORTS,,,,,,,,,,,,,
tree ring data shows recent warming is unprecedented,SUPPORTS,,,,,,,,,,,,,
satellite measurements confirm warming at every level of atmosphere,SUPPORTS,,,,,,,,,,,,,
climate change fingerprints all over extreme weather patterns,SUPPORTS,,,,,,,,,,,,,
ocean currents slowing down due to freshwater from melting ice,SUPPORTS,,,,,,,,,,,,,
drought and flood patterns shifting globally. it's not random,SUPPORTS,,,,,,,,,,,,,
growing seasons changing everywhere. farmers see it firsthand,SUPPORTS,,,,,,,,,,,,,
bird migration patterns disrupted by changing temperatures,SUPPORTS,,,,,,,,,,,,,
glaciers retreating on every continent. visual proof of warming,SUPPORTS,,,,,,,,,,,,,
heat records broken more often than cold records 5:1 ratio,SUPPORTS,,,,,,,,,,,,,
jet stream getting wavier due to arctic warming. more extreme weather,SUPPORTS,,,,,,,,,,,,,
isotope analysis proves co2 increase is from fossil fuels,SUPPORTS,,,,,,,,,,,,,
climate sensitivity studies all point to significant warming ahead,SUPPORTS,,,,,,,,,,,,,
solar prices dropped 85% in the last decade! clean energy is winning 💪,SUPPORTS,,,,,,,,,,,,,
wind power now cheaper than coal in most places. economics wins,SUPPORTS,,,,,,,,,,,,,
renewables created 12 million jobs worldwide last year,SUPPORTS,,,,,,,,,,,,,
my electric bill went down 50% after getting solar panels,SUPPORTS,,,,,,,,,,,,,
battery storage costs plummeting. grid stability problem solved,SUPPORTS,,,,,,,,,,,,,
texas leads us in wind power. not exactly a liberal state lol,SUPPORTS,,,,,,,,,,,,,
norway runs on 98% renewable electricity. it's totally possible,SUPPORTS,,,,,,,,,,,,,
electric cars getting 300+ mile range now. game changer,SUPPORTS,,,,,,,,,,,,,
offshore wind farms are massive and gorgeous 🌊,SUPPORTS,,,,,,,,,,,,,
geothermal energy available 24/7. perfect baseload power,SUPPORTS,,,,,,,,,,,,,
smart grid tech makes renewables even more efficient,SUPPORTS,,,,,,,,,,,,,
community solar lets renters access clean energy too,SUPPORTS,,,,,,,,,,,,,
heat pumps 3x more efficient than gas furnaces,SUPPORTS,,,,,,,,,,,,,
green hydrogen will revolutionize heavy industry,SUPPORTS,,,,,,,,,,,,,
floating solar farms don't compete with agriculture for land,SUPPORTS,,,,,,,,,,,,,
every kid deserves a livable planet. we're fighting for their future 🌍,SUPPORTS,,,,,,,,,,,,,
climate action is the biggest opportunity of our lifetime,SUPPORTS,,,,,,,,,,,,,
young people leading the charge on climate. we're not backing down,SUPPORTS,,,,,,,,,,,,,
greta was right all along. how dare we ignore this crisis,SUPPORTS,,,,,,,,,,,,,
fridays for future changed everything. youth climate movement unstoppable,SUPPORTS,,,,,,,,,,,,,
climate anxiety is real but action is the antidote,SUPPORTS,,,,,,,,,,,,,
our generation won't accept climate inaction anymore,SUPPORTS,,,,,,,,,,,,,
school strikes work. politicians finally listening to young voices,SUPPORTS,,,,,,,,,,,,,
climate activism isn't radical - climate inaction is,SUPPORTS,,,,,,,,,,,,,
we're the last generation that can stop catastrophic climate change,SUPPORTS,,,,,,,,,,,,,
climate justice means protecting the most vulnerable communities,SUPPORTS,,,,,,,,,,,,,
indigenous peoples have been climate leaders for centuries,SUPPORTS,,,,,,,,,,,,,
environmental racism is real. frontline communities suffer most,SUPPORTS,,,,,,,,,,,,,
climate change hits poor countries hardest. that's injustice,SUPPORTS,,,,,,,,,,,,,
small island nations disappearing due to sea level rise,SUPPORTS,,,,,,,,,,,,,
climate refugees need our support and recognition,SUPPORTS,,,,,,,,,,,,,
global south bears climate costs while rich nations pollute most,SUPPORTS,,,,,,,,,,,,,
climate action must include social justice or it's not enough,SUPPORTS,,,,,,,,,,,,,
fossil fuel companies knew about climate change since 1970s and lied,SUPPORTS,,,,,,,,,,,,,
big oil spent billions on climate denial campaigns,SUPPORTS,,,,,,,,,,,,,
exxonmobil's own scientists predicted climate change accurately,SUPPORTS,,,,,,,,,,,,,
tobacco playbook used by fossil fuel industry to spread doubt,SUPPORTS,,,,,,,,,,,,,
climate denial is manufactured by fossil fuel interests,SUPPORTS,,,,,,,,,,,,,
follow the money - climate denial funded by oil companies,SUPPORTS,,,,,,,,,,,,,
carbon tax makes polluters pay for environmental damage,SUPPORTS,,,,,,,,,,,,,
"carbon pricing worked in british columbia. emissions down, economy up",SUPPORTS,,,,,,,,,,,,,
cap and trade reduced acid rain. can work for co2 too,SUPPORTS,,,,,,,,,,,,,
climate regulations create jobs and innovation,SUPPORTS,,,,,,,,,,,,,
green new deal would transform economy for the better,SUPPORTS,,,,,,,,,,,,,
paris agreement is bare minimum. we need much more ambition,SUPPORTS,,,,,,,,,,,,,
1.5°c target still possible but requires immediate action,SUPPORTS,,,,,,,,,,,,,
every fraction of a degree matters for climate impacts,SUPPORTS,,,,,,,,,,,,,
net zero by 2050 is achievable with political will,SUPPORTS,,,,,,,,,,,,,
climate solutions exist. we just need to implement them rapidly,SUPPORTS,,,,,,,,,,,,,
transportation accounts for 30% of emissions. electrify everything,SUPPORTS,,,,,,,,,,,,,
buildings can be carbon negative with smart design,SUPPORTS,,,,,,,,,,,,,
agriculture can sequester carbon while feeding the world,SUPPORTS,,,,,,,,,,,,,
industrial processes can run on clean electricity,SUPPORTS,,,,,,,,,,,,,
circular economy reduces waste and emissions,SUPPORTS,,,,,,,,,,,,,
personal actions matter when millions of people do them,SUPPORTS,,,,,,,,,,,,,
vote for climate. elections have consequences,SUPPORTS,,,,,,,,,,,,,
divest from fossil fuels. put money where values are,SUPPORTS,,,,,,,,,,,,,
eat less meat. livestock emissions are huge,SUPPORTS,,,,,,,,,,,,,
fly less. aviation emissions growing rapidly,SUPPORTS,,,,,,,,,,,,,
buy less stuff. consumption drives emissions,SUPPORTS,,,,,,,,,,,,,
"walk, bike, transit. transportation emissions easy to cut",SUPPORTS,,,,,,,,,,,,,
insulate homes. heating/cooling efficiency saves money and carbon,SUPPORTS,,,,,,,,,,,,,
switch to renewable energy supplier if possible,SUPPORTS,,,,,,,,,,,,,
talk about climate change with friends and family,SUPPORTS,,,,,,,,,,,,,
support climate-friendly businesses with your wallet,SUPPORTS,,,,,,,,,,,,,
join climate organizations. collective action works,SUPPORTS,,,,,,,,,,,,,
protest peacefully for climate action. democracy needs participation,SUPPORTS,,,,,,,,,,,,,
contact representatives about climate policy. they work for us,SUPPORTS,,,,,,,,,,,,,
climate hope comes from seeing solutions scale rapidly,SUPPORTS,,,,,,,,,,,,,
renewable energy growth gives me hope for the future,SUPPORTS,,,,,,,,,,,,,
young climate activists inspire me every day,SUPPORTS,,,,,,,,,,,,,
technology innovation happening faster than expected,SUPPORTS,,,,,,,,,,,,,
cities leading on climate even when countries lag,SUPPORTS,,,,,,,,,,,,,
businesses adopting net zero targets voluntarily,SUPPORTS,,,,,,,,,,,,,
climate adaptation can protect communities,SUPPORTS,,,,,,,,,,,,,
nature-based solutions work for climate and biodiversity,SUPPORTS,,,,,,,,,,,,,
international cooperation on climate increasing,SUPPORTS,,,,,,,,,,,,,
climate science communication improving public understanding,SUPPORTS,,,,,,,,,,,,,
economic benefits of climate action becoming clear,SUPPORTS,,,,,,,,,,,,,
climate movement growing stronger every year,SUPPORTS,,,,,,,,,,,,,
clean energy transition unstoppable now,SUPPORTS,,,,,,,,,,,,,
climate tipping points create urgency but solutions exist,SUPPORTS,,,,,,,,,,,,,
extreme weather waking people up to climate reality,SUPPORTS,,,,,,,,,,,,,
climate education in schools preparing next generation,SUPPORTS,,,,,,,,,,,,,
media coverage of climate improving in quality,SUPPORTS,,,,,,,,,,,,,
climate litigation forcing governments to act,SUPPORTS,,,,,,,,,,,,,
investor pressure on companies for climate action,SUPPORTS,,,,,,,,,,,,,
climate science more certain than ever before,SUPPORTS,,,,,,,,,,,,,
public opinion shifting toward climate action,SUPPORTS,,,,,,,,,,,,,
climate solutions getting cheaper every year,SUPPORTS,,,,,,,,,,,,,
regenerative agriculture can reverse carbon emissions,SUPPORTS,,,,,,,,,,,,,
forest restoration removes co2 and helps biodiversity,SUPPORTS,,,,,,,,,,,,,
wetlands restoration protects from floods and stores carbon,SUPPORTS,,,,,,,,,,,,,
mangrove forests are climate champions - protect them,SUPPORTS,,,,,,,,,,,,,
rewilding helps ecosystems adapt to climate change,SUPPORTS,,,,,,,,,,,,,
urban trees reduce heat island effect and air pollution,SUPPORTS,,,,,,,,,,,,,
peatlands store massive amounts of carbon,SUPPORTS,,,,,,,,,,,,,
soil health crucial for carbon sequestration,SUPPORTS,,,,,,,,,,,,,
