original_text,claims_labels,claims,text_length
"“A leading Canadian authority on polar bears, Mitch Taylor, said: ‘We’re  seeing an increase in bears that’s really unprecedented, and in places  where we’re seeing a decrease in the population",NOT_ENOUGH_INFO,leading canadian authority polar bear mitch taylor said seeing increase bear really unprecedented place seeing decrease population,130
‘there will not be enough nitrogen available to sustain the high carbon uptake scenarios.’,NOT_ENOUGH_INFO,not enough nitrogen available sustain high carbon uptake scenario,65
"‘If we do nothing to reduce our greenhouse gas emissions, the kind of extreme heat we saw this past summer will be the norm when my young son is a grown man.’",NOT_ENOUGH_INFO,nothing reduce greenhouse gas emission kind extreme heat saw past summer norm young son grown man,97
“Several of the papers note that the primary influence on warming appears to be solar activity.,REFUTES,several paper note primary influence warming appears solar activity,67
The long term trend from albedo is that of cooling.,NOT_ENOUGH_INFO,long term trend albedo cooling,30
"But Trenberth’s ""lack of warming at the moment"" has been going on at least a decade.",NOT_ENOUGH_INFO,trenberth lack warming moment going least decade,48
The temperature is not rising nearly as fast as the alarmist computer models predicted.,NOT_ENOUGH_INFO,temperature not rising nearly fast alarmist computer model predicted,68
"At present, climate forecasts even as little as six weeks ahead can be diametrically the opposite of what actually occurs, even if the forecasts are limited to a small region of the planet.'",NOT_ENOUGH_INFO,present climate forecast even little six week ahead diametrically opposite actually occurs even forecast limited small region planet,132
Weather and climate are different; climate predictions do not need weather detail.,REFUTES,weather climate different climate prediction not need weather detail,68
"Last year, though, was a wet one on the Rio Grande, with a strong snowpack in the winter of 2016-17 that allowed the conservancy district to store water in upstream reservoirs.",NOT_ENOUGH_INFO,last year though wet one rio grande strong snowpack winter allowed conservancy district store water upstream reservoir,118
“The amount of coral on the Great Barrier Reef is at record high levels”; those claiming the reef is threatened by climate change are alarmists,REFUTES,amount coral great barrier reef record high level claiming reef threatened climate change alarmist,98
"for thousands of millions of years the Earth has been changing, with cycles­ and one-off events such as an asteroid impact, super-volcano or a supernova explosion.",NOT_ENOUGH_INFO,thousand million year earth changing cycles­ oneoff event asteroid impact supervolcano supernova explosion,106
"Flights departing airports in the United States and its territories emitted about one-quarter (24%) of global passenger transport-related CO2, two-thirds of which came from domestic flights.",NOT_ENOUGH_INFO,flight departing airport united state territory emitted onequarter global passenger transportrelated co2 twothirds came domestic flight,135
Species that have a lot of plasticity tend to be generalists.,NOT_ENOUGH_INFO,specie lot plasticity tend generalist,37
More than 75 percent of the rainforest is losing resilience; More than half of the rainforest could be converted into savanna in a matter of decades,SUPPORTS,percent rainforest losing resilience half rainforest could converted savanna matter decade,90
"HAARP may deliberately create destruction on a global scale, causing earthquakes, cyclones, flooding, snowstorms, around the world; HAARP may be attacking the citizens of the world telepathically, influencing thoughts with low frequency vibrations",REFUTES,haarp may deliberately create destruction global scale causing earthquake cyclone flooding snowstorm around world haarp may attacking citizen world telepathically influencing thought low frequency vibration,206
Scientists retracted claim that sea levels are rising.,REFUTES,scientist retracted claim sea level rising,42
"'Phil Jones said that for the past 15 years there has been no ""statistically significant"" warming.",SUPPORTS,phil jones said past year statistically significant warming,59
"According to the second law of  thermodynamics such a planetary machine can never exist.""",NOT_ENOUGH_INFO,according second law thermodynamics planetary machine never exist,65
"""However, a single scientist, Dr. Ben Santer of Lawrence Livermore National Laboratory, rewrote the draft at the IPCC’s request, deleting all five statements, replacing them with a single statement to the effect that a human influence on global climate was now discernible, and making some 200 consequential amendments.",NOT_ENOUGH_INFO,however single scientist ben santer lawrence livermore national laboratory rewrote draft ipcc request deleting five statement replacing single statement effect human influence global climate discernible making consequential amendment,233
IPCC overestimate temperature rise.,NOT_ENOUGH_INFO,ipcc overestimate temperature rise,34
"Dr. Gutzler said spring temperatures have an impact, too, with warmer air causing more snow to turn to vapor and essentially disappear.",NOT_ENOUGH_INFO,gutzler said spring temperature impact warmer air causing snow turn vapor essentially disappear,95
The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,SUPPORTS,claim sea level rising based blatantly doctored graph contradicted observation,78
